"question_content";"question_content_image";"answer_content";"answer_content_image";"box_number";"last_reviewed"
"Dans une installation électrique. A quoi peut servir cet objet en polychloroprène";"images_questions/MATERIEL_cfc_pele/2021_02_08_18_09_45_1612804185_Q.jpg";"Interrupteur à flotteur. Convient pour les eaux usées ménagères. Convient pour les matières fécales. Le Néoprène, appelé d'abord Duprène4 est le nom de marque sous lequel la compagnie Du Pont de Nemours introduit dans l'industrie du caoutchouc en 1931 une famille de caoutchouc à base de polychloroprène. La mousse de néoprène est obtenue par introduction d'un gaz comme l'azote dans le matériau sous forme de bulles microscopiques. Garantissant une bonne résistance thermique, elle est très utilisée dans la fabrication des combinaisons pour les sports en eau vive comme le surf ou la plongée sous-marine, même si elle n'est pas imperméable à 100%.";"";"1";""
"Décrire le fonctionnement de cet appareil électrique ?";"images_questions/MATERIEL_cfc_pele/2021_02_08_16_26_40_1612798000_Q.jpg";"Télérupteur ou relais pas à pas. Changement d'état du contact (dans ce modèle, contact de fermeture) de manière électronique. Les relais pas à pas sont souvent mécaniques.";"";"1";""
"Décrire le fonctionnement de ce détecteur ?";"images_questions/MATERIEL_cfc_pele/2019_05_18_18_04_17_1558195457_Q.jpg";"Commutateur de fin de course. Contact 11-12 : De 0 à 4.8 [mm] fermé (NC, Normally Closed) entre 4.8 [mm] et 8 [mm] est ouvert (NO, Normally Open). Contact 13-14 (fermeture anticipée par rapport à 11-12) : De 0 à 3.5 [mm] OUVERT entre 3.5 [mm] et 8 [mm] est fermé.";"";"1";""
"A quoi sert ce <i>machin</i> ?";"images_questions/MATERIEL_cfc_pele/2019_05_18_17_24_02_1558193042_Q.jpg";"Commutateur de fin de course. Tête rotative. Manutention mécanique et de levage.";"";"1";""
"Quel est le type des moteurs électriques utilisés dans une imprimante 3D ?";"images_questions/MATERIEL_cfc_pele/2019_05_18_15_00_25_1558184425_Q.jpg";"Des moteurs pas à pas";"";"1";""
"Quel est le nom de ce moteur ?";"images_questions/MATERIEL_cfc_pele/2019_05_17_09_23_03_1558077783_Q.jpg";"Moteur pas à pas à réluctance variable. Il existe 3 techniques pour les moteurs pas à pas, (1)Le moteur à réluctance variable. (2)Le moteur à aimants permanents. (3)Le moteur hybride, qui est une combinaison des deux techniques précédentes.";"";"1";""
"Quel est ce moteur ? Quel est son fonctionnement ?";"images_questions/MATERIEL_cfc_pele/2019_05_15_23_45_09_1557956709_Q.jpg";"Moteur monophasé asynchrone à pôles bagués. Le champ tournant apparaît grâce aux ""bagues"" qui provoquent une modification du champ magnétique, comme cette modification est en opposition le rotor se met à tourner. Ce système est possible pour des petites puissances uniquement.";"";"1";""
"Quel est ce moteur ? Quel est son fonctionnement ?";"images_questions/MATERIEL_cfc_pele/2019_05_15_17_40_49_1557934849_Q.jpg";"Moteur monophasé à induction. Avec un 2ème enroulement Ea avec un condo en série CA, un 2ème champ magnétique déphasé de 90 degrés apparaît. La résultante de ces deux champs magnétiques est un champ magnétique tournant qui provoque la rotation du rotor.";"";"1";""
"Infrarouge Chauffage rayonnant à grande longueur d'onde. Expliquez.";"images_questions/MATERIEL_cfc_pele/2019_05_12_16_34_27_1557671667_Q.jpg";"Pour rassurer les utilisateurs. Une grande longueur d'onde correspond aux (IR-C qui pénètrent moins profondément la peau). Voir le graphique.";"images_reponses/MATERIEL_cfc_pele/2019_05_12_16_34_27_1557671667_R.jpg";"1";""
"Décrire cet appareil d'un point de vue technique ?";"images_questions/MATERIEL_cfc_pele/2019_05_12_16_24_45_1557671085_Q.jpg";"Radiateur de salles de bains pour un montage mural vertical, indicateur de commutation, protégé contre les projections d'eau IP24, avec interrupteur à tirette, 230[V] 1200[W] argenté, trois niveaux de commutation.";"";"1";""
"A quoi sert cet appareil ?";"images_questions/MATERIEL_cfc_pele/2019_05_10_23_59_39_1557525579_Q.jpg";"Station de charge murale pour voiture électrique, charge, temps d'attente et dysfonctionnement, charge de puissance jusqu'à 22 kW";"";"1";""
"A quel élément électronique correspond cette courbe ?";"images_questions/MATERIEL_cfc_pele/2019_05_10_09_21_05_1557472865_Q.jpg";"VDR (Voltage Dependent Resistor)";"";"1";""
"A quel élément électronique correspond cette courbe ?";"images_questions/MATERIEL_cfc_pele/2019_05_10_09_19_28_1557472768_Q.jpg";"PTC (Positive Temperature Coefficient)";"";"1";""
"A quel élément électronique correspond cette courbe ?";"images_questions/MATERIEL_cfc_pele/2019_05_10_09_17_36_1557472656_Q.jpg";"NTC (Negative Temperature Coefficient)";"";"1";""
"Décrire cet appareil ?";"images_questions/MATERIEL_cfc_pele/2019_05_10_08_23_31_1557469411_Q.jpg";"Disjoncteur de moteur, classe de déclenchement 10 A, bornes de raccordement 10 mm², possibilité d'incorporation de contacts auxiliaires, de contacts de signalisation, de déclencheurs à tension minimum.";"";"1";""
"C'est quoi ?";"images_questions/MATERIEL_cfc_pele/2019_05_09_22_17_16_1557433036_Q.jpg";"Module radio de comptage d'énergie pour raccordement des compteurs d’énergie monophasés et triphasés.";"";"1";""
"Description du fonctionnement de ce schéma.";"images_questions/MATERIEL_cfc_pele/2019_05_09_22_11_33_1557432693_Q.jpg";"Compteur d'énergie triphasé, avec TI.";"";"1";""
"Description du fonctionnement de ce schéma.";"images_questions/MATERIEL_cfc_pele/2019_05_09_22_10_33_1557432633_Q.jpg";"Télérupteur ou relais pas à pas. Tension de commande universelle 8..230 [V] à l‘ entrée de commande +A1/-A2; 230 V avec un courant des lampes néon jusque 5 mA à l‘ entrée de commande (L)/-A2 (N).";"";"1";""
"Quelle est la fonction de cet appareil~?";"images_questions/MATERIEL_cfc_pele/2019_05_09_21_42_58_1557430978_Q.jpg";"Cellule photosensible IP54";"";"1";""
"Quelle est la fonction de cet appareil~?";"images_questions/MATERIEL_cfc_pele/2019_05_09_21_40_45_1557430845_Q.jpg";"Anémomètre IP54";"";"1";""
"A quoi sert cet appareil~?";"images_questions/MATERIEL_cfc_pele/2019_05_09_19_29_30_1557430170_Q.jpg";"Ce capteur envoie les données météorologiques: luminosité , vent, pluie et gel au relais du capteur multifonction.";"";"1";""
"A quoi sert cet appareil~?";"images_questions/MATERIEL_cfc_pele/2019_05_09_19_24_20_1557429860_Q.jpg";"Relais capteur multifonction AMD Demelectric Eltako MSR12-UC, pour luminosité, ombrage, vent, pluie et gel, 5 sorties OptoMOS-semiconducteur";"";"1";""
"Quelle est la fonction de cet appareil~?";"images_questions/MATERIEL_cfc_pele/2019_05_09_18_48_44_1557427724_Q.jpg";"Relais de commande pour volets roulants Merten, 49×52×22 mm, T 0°...60°C";"";"1";""
"Dans une installation électrique, à quoi cela peut-il servir~?";"images_questions/MATERIEL_cfc_pele/2019_05_09_18_32_12_1557426732_Q.jpg";"Détecteur de lumière AP Merten, blanc, montage avec ventouse sur la vitre de la fenêtre, IP54";"";"1";""
"C'est quoi ?";"images_questions/MATERIEL_cfc_pele/2017_04_09_23_28_00_1491773280_Q.jpg";"un relais thermique pour moteur";"";"1";""
"Donner le nom de ce moteur et expliquer son fonctionnement, énoncer des utilisations";"images_questions/MATERIEL_cfc_pele/2017_03_20_22_36_46_1490045806_Q.jpg";"Moteur asynchrone monophasé à pôles bagués. Le couple de démarrage résulte de l'action des bagues de déphasage qui entourent chaque pôle. Si le flux magnétique diminue il se concentre dans les parties des pôles encerclées par les bagues. Utilisations : ventilateurs, pompes de machines à laver, électroménager... très mauvais rendement mais c'est tellement facile à fabriquer....regardez du côté du soleil levant...";"images_reponses/MATERIEL_cfc_pele/2017_03_20_22_36_46_1490045806_R.jpg";"1";""
"Reconnaître cet appareil et décrire ses caractéristiques techniques.";"images_questions/MATERIEL_cfc_pele/2017_02_25_18_55_04_1488045304_Q.jpg";"Interrupteur de charge tripolaire, 63 A, 22 kW, IP66";"";"1";""
"Décrire à quoi sert cet appareil.";"images_questions/MATERIEL_cfc_pele/2026_03_02_19_14_26_1772475266_Q.jpg";"Appareil de commande à distance switchButler 4G/Bluetooth, mise en marche/arrêt d'appareils dans tous les réseaux de télécommunication du monde entier par SMS (également possible par fonction d'appel), tension de service 12/24 V CC, 2 sorties relais, 4 entrées numériques et 2 entrées analogiques, affichage de l'état de l'appareil via un écran LCD tactile TFT 1,44 pouces, alerte par SMS, interrogation à distance de l'état de commutation des entrées numériques et analogiques par SMS, antenne intégrée, abonnement ou prépayé (carte SIM requise), indépendant du fournisseur d'accès, configuration via l'application Android/iOS via Bluetooth, connexion MMCX pour antenne externe, utiliser le capteur BTH1 pour la mesure externe de la température et de l'humidité, Bluetooth v4.2 BR/EDR et BLE";"";"1";""
"C'est quoi ce truc moche et un peu jaune avec une touche de rouge ?";"images_questions/MATERIEL_cfc_pele/2026_03_02_20_06_15_1772478375_Q.jpg";"Bouton arrêt d'urgence AP";"";"1";""
"Qu'est-ce donc ?";"images_questions/MATERIEL_cfc_pele/2026_03_02_20_07_03_1772478423_Q.jpg";"Prise mobile T25 IP55 16A 400V";"";"1";""
"Quel est le type de cette fiche ?";"images_questions/MATERIEL_cfc_pele/2026_03_02_20_07_25_1772478445_Q.jpg";"Fiche type 26 2L 2.5A 250V 2×0.5…0.75mm² blanc";"";"1";""
"Identifier les formes et quelques caractéristiques des fiches et des prises ci-dessous";"images_questions/MATERIEL_cfc_pele/2026_03_02_20_08_04_1772478484_Q.jpg";"";"images_reponses/MATERIEL_cfc_pele/2026_03_02_20_08_04_1772478484_R.jpg";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_16_23_42_33_1773700953_Q.jpg";"Plaque de fixation ENC FH 1x2 52 + 52";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_16_23_44_43_1773701083_Q.jpg";"Interrupteur rotatif AMD Hager 20A 400V 0F 0 ouvreur 1 inverseur 3UM Hand-0-Auto";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_16_23_45_53_1773701153_Q.jpg";"Interrupteur rotatif INC K&N 12/690 2/1L, ""HAND - 0 - AUTO""";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_17_07_15_15_1773728115_Q.jpg";"Tête pour fusible KII 25A E27 avec trou de contrôle blanc";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_17_07_21_37_1773728497_Q.jpg";"Parasurtension DEHN/elvatec guard M TNS 275 T2/II";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_17_07_23_40_1773728620_Q.jpg";"Parasurtension Bettermann V50+NPE 3L, type 1+2, 280V";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_17_07_24_25_1773728665_Q.jpg";"Parasurtension Hager SPD 4P 20kA TN-S TT Imax 40kA Up 1.5kV 4UM";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_16_22_49_39_1773697779_Q.jpg";"Profilé pour câble Cafix 6mm blanc";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_16_22_51_22_1773697882_Q.jpg";"Manchon de passage PG11/M20 gris pour THF/THD";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_16_23_32_27_1773700347_Q.jpg";"Contacteur AMD Hager 230VAC 0 fermeur 4 ouvreur 25A sans bourdonnement 2UM";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_16_23_34_41_1773700481_Q.jpg";"Contact auxiliaire Schneider Electric LADN31 3F+1O TeSys";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_16_23_35_34_1773700534_Q.jpg";"Bobine de contacteur Schneider Electric LXD1E7 48V 50/60Hz TeSys";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_16_23_36_37_1773700597_Q.jpg";"Interrupteur à flotteur Subag KR1, 130×80×41mm, blau/jaune, câble 10m";"";"1";""
"Décrire l'objet ci-dessous :";"images_questions/MATERIEL_cfc_pele/2026_03_15_23_24_42_1773613482_Q.jpg";"Bride pour câble Woertz 9…12mm noir";"";"1";""
